n,msno,city,bd,gender,registered_via,registration_init_time,expiration_date,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel,count,discount,is_churn
2474,Do4pcXIF1+jmQZPpMOLmMlxuHvteuf5gM4VnIRARyY8=,1,0,,7,20131106,20171002,41,30,99,99,1,20161102,20161202,0,1,0,0
2475,Pd0sOsuaEXqE7xoWuGAwcoi9onhUrqy6F41DdLQUFfU=,1,0,,7,20140813,20170922,41,30,99,99,1,20161022,20161122,0,1,0,0
2476,guzeCGRLaYJJHUGhgZCLjYT+XWY8Kzi3SObeHO6FVik=,9,23,female,9,20101115,20171002,37,31,149,149,1,20150131,20150228,0,1,0,0
2477,pTsEfM9QgirtV9rVT2AF5zu6CGUClAQjJTLlDss/44g=,13,34,male,9,20130129,20170923,36,30,330,300,1,20160824,20151225,0,2,30,0
2478,e5xrCpxV++MSpLk+ABvDB4bd60EQyVuWgjM3as+UtP8=,4,26,male,9,20080325,20171003,39,30,149,149,1,20150531,20150703,0,1,0,0
2479,zKVPQAiGwhej/k+tRZcvXrprAYqU91Iyv+ElFHwAmOA=,1,0,,7,20120308,20171002,41,30,99,99,1,20160702,20160803,0,1,0,0
2480,4f7D4YN2W5bjjfNHvXKh3XmIDvw0bMz5I2ut/+pv2Xw=,13,26,male,9,20111001,20171001,30,31,298,298,1,20160326,20150326,0,2,0,0
2481,9vj061j0Q23CedES+U1tjfxeVJ56KTWf2Ol9n3PHBAw=,4,20,male,7,20140203,20171006,41,30,149,149,1,20151108,20151208,0,1,0,0
2482,nX1mRsoiH40p5xuIhgtjF9egdxljm5zQ9yK/q4/ngTQ=,8,0,,4,20151227,20171004,39,30,149,149,1,20160831,20161004,0,1,0,0
2483,nnJywwTLK9l8lyu157z9itQjtrRPnF0TSc2oKFNY0Kc=,1,0,,7,20140426,20170921,41,30,99,99,1,20170221,20170321,0,1,0,0
2484,VK3GYj54vjMBtzJbYBla2QfYORu7jOuNetHPVqOTvsA=,1,0,,7,20140915,20170330,41,30,149,119,1,20150214,20150314,0,1,30,0
2485,4Muf+wMx6YWd3vNQVswr91LowH07X67sBxr/P5BoUJc=,1,0,,7,20160529,20170930,41,30,99,99,1,20161130,20161231,0,1,0,0
2486,ZzH9jea3YjQJdqR4dMpBPTy3IqgpCBZN1L7xSCeEKUY=,8,27,male,3,20140807,20171018,39,30,149,149,1,20160731,20160918,0,1,0,0
2487,KS0JgMmjSGxJpijpE2XuQrkeNzm7GTG8AC8aeIEheVw=,17,0,,9,20140803,20170911,38,410,1788,1788,0,20150706,20160819,0,1,0,0
2488,jiMqplRINi1d8ZcTFswX4wfF6o0lqOcOyvpB+V7aIwc=,1,0,,7,20150818,20170918,41,30,198,198,1,20170218,20160218,0,2,0,0
2489,3qBfoDLrKmPwPuMH/6FHyzA+Zt2DXPmed1fqDJfsEmk=,22,18,female,3,20140804,20170926,38,30,149,149,0,20150619,20150719,0,1,0,0
2490,GWtdsKFWZKCZaacBP2fF34lmd1ncR+gEqwRyWhjlYe0=,13,33,,9,20150930,20180207,32,180,536,536,0,20160630,20170106,0,1,0,0
2491,l7Sk+RcrMHvp5hzlaymyBZ0zOqpV/vRHTrxfndcCN6Y=,15,0,,9,20150626,20170916,36,30,180,180,1,20160816,20160916,0,1,0,0
2492,4D7Aidr8qKdB3cBsjC9hJTVjLyfmy1yTW4CwQfJT044=,14,28,female,9,20080309,20170319,36,30,180,180,1,20170120,20170219,0,1,0,0
2493,QPod7CMgWv/zFQXHN6VxF5QRD2VB9vuMTrjPC1JLHc4=,5,0,male,9,20040401,20170930,34,0,0,149,1,20151031,20151130,0,1,0,0
2494,wzFx+fLZLWN/oGhnMlH7jeblBulD2cioMGVFQufrMGk=,1,33,male,9,20080609,20170930,14,0,0,149,1,20150731,20150831,0,1,0,0
2495,cVERPjr8vD0hxD0tJHjii34OlnxotgFlkWubxvUrOdo=,1,0,,7,20101217,20170909,41,30,149,149,1,20160509,20160609,0,1,0,0
2496,+ditUuUDfOP2G2oy//2eHur4HygCkYl63dAxir4sZok=,13,33,male,9,20050305,20171003,40,30,298,298,1,20161104,20151201,0,2,0,0
2497,0uytGVyohjoFFK+PJBWGVSURRzkahShnV+nHQa8BKJQ=,13,0,female,9,20160725,20170926,40,30,149,149,1,20170227,20170326,0,1,0,0
2498,20WOkF4Rs6eK+CRow7wVG3amCk3Yfz5axDLgU2NBg7o=,4,25,male,9,20070106,20170911,40,30,149,149,1,20160211,20160311,0,1,0,0
2499,lgJHaCprMbiQd67selLBUZiTRVsOCBqmc7qptoeTog0=,5,30,male,9,20050729,20170918,37,30,149,149,1,20160317,20160418,0,1,0,0
2500,5ajquZEwwhTc+1n3UK2qpqSPtASqZSaoMOpALMDF6ro=,1,0,,7,20151225,20170930,41,30,99,99,1,20170225,20170325,0,1,0,0
2501,AER042Bx8t9gXgN3Ta8eqMpVoMHQ7xUJOrPVlxw+N1Y=,13,29,male,7,20111216,20170917,41,30,149,149,1,20150716,20150817,0,1,0,0
2502,2DM67bFj/mygeyDe0urZ+bz1TMbx1V8KYHxRyXK6644=,4,20,male,3,20151228,20170516,38,30,149,149,0,20160603,20160703,0,1,0,0
2503,7gjVW+nZ7h/TLdBbCC/7JOtgghkQZF9WzTsxGJugLYg=,1,0,,7,20120701,20170914,41,30,149,149,1,20160331,20160504,0,1,0,0
2504,d0fuYPzQcUV17IosgV+WvjJhBvajfTBZpxUhlfPU+EQ=,22,35,male,9,20060129,20170930,34,0,0,149,1,20150331,20150430,0,1,0,0
2505,qVM8GS1WhhOtNy1Gh6Xpje8QYKMVebrJmebVYj8JjsA=,1,0,,9,20150811,20170919,38,30,149,149,0,20170103,20170202,0,1,0,0
2506,CKw1ZE6NSl9nyvvdKUl1eFGMawv9PifDTpRNmllm9Yg=,22,32,female,9,20070323,20170922,37,30,149,149,1,20160422,20160522,0,1,0,0
2507,QWbh02AdjOOOb+VYRcT/M9STyPZBiMSsKWn5lVXXpnI=,22,26,male,7,20120110,20170911,41,30,149,149,1,20160209,20160311,0,1,0,0
2508,JMCcSbg+v0snGOWysJUjMcSZxea/ajGhT0eydV/szpE=,1,0,,7,20151029,20170930,41,30,99,99,1,20170131,20170228,0,1,0,0
2509,rVP7ZTu0sgFK0shYil2Y//G3GO6EqHjkO8r7ELnYyeM=,13,25,male,9,20110905,20171006,39,30,149,149,1,20160731,20160903,0,1,0,0
2510,JiADK1wPkUo6GxiTdtWleOoYFx7XsxdbMUzIB2o/1cI=,14,29,male,7,20140814,20170911,41,30,149,149,1,20150213,20150313,0,1,0,0
2511,3zosNU2eYYkIfJZeYHHub9BcwCJzNmvo3GYIt55UnFs=,6,21,male,3,20140427,20171006,27,30,149,149,1,20151106,20151205,0,1,0,0
2512,9S9nBTgeqz3RIkVS82VdaMwEpdkwmcPLpVpbA/vbYIQ=,13,27,male,9,20080429,20171002,37,30,149,149,1,20170102,20170202,0,1,0,0
2513,qzidevleydV7gtb8muQ65NeidtBbS1Z2JxpvA1zzvXU=,1,0,,7,20150818,20170723,41,30,99,99,1,20161017,20161117,0,1,0,0
2514,eUFizuhA2KJuL856xzMkKCgQrj9ut1/+GQacvbGucFg=,1,0,,7,20151006,20171006,41,30,99,99,1,20151106,20151206,0,1,0,0
2515,hYDwq0/ngHG3cnR5LNuW2qxfJ6ZElrBfm5YWaeDSnsg=,6,23,female,9,20150426,20170928,39,30,149,149,1,20150731,20150928,0,1,0,0
2516,gT7nNy7CzoLRqwFtAm9pbGEnFvBw9CYWJ4VCZhCSDKE=,1,0,,7,20110704,20170930,41,30,99,99,1,20160619,20160719,0,1,0,0
2517,sOgXj3mo9fhf5/eUmdOwRI1OWy0Kj1GytkQJI3Bl+Us=,13,44,male,9,20060824,20170930,33,0,0,149,1,20151031,20151130,0,1,0,0
2518,UtbnLDOy4Q4DYBcx7zMg2UA15f4vNArMhUNCY8BBQo0=,4,0,,7,20150427,20171007,39,30,149,149,1,20161231,20170207,0,1,0,0
2519,6+TKiWkHZYG/bSHDdwZP1NqdBOWLT7N/qEs4HOSV4W0=,13,25,male,9,20130131,20171001,39,30,149,149,1,20150630,20150731,0,1,0,0
2520,BxtHNII8UdsgsNXnafpKMbx9VnaCJrt6cu/OqhWTqzI=,1,0,,7,20121007,20171007,41,30,149,149,1,20160806,20160907,0,1,0,0
2521,GKopMjc6MjnoOZuP1z8JHUMKYh+RvXtZLly/fr+VUDY=,15,27,male,3,20141215,20170927,40,30,149,149,1,20150928,20151027,0,1,0,0
2522,3bOPvRVirGwH78PZjJ/5GjxfFfOJ3BmtOOSr29nVCC8=,1,0,,7,20160331,20170930,41,30,99,99,1,20160930,20161031,0,1,0,0
2523,gAEa/hU/HirSaRrKbb5DUPSAFPPPNt70OYJZsE/V1kQ=,1,0,,7,20151230,20171003,41,30,129,129,1,20160630,20160731,0,1,0,0
2524,tCrvoTccsVhvmsLjizMJ3Y4Mbi387QxPQKTfpfz3L7A=,22,49,female,9,20100416,20171017,21,30,149,149,1,20161231,20170217,0,1,0,0
2525,SmgmVeGgqKIqj2acPpci0LJD3gA9rD6iCGMp5X7kC2E=,12,25,female,3,20130121,20171006,40,30,149,149,1,20160807,20160906,0,1,0,0
2526,HUPfpdAB8D70bRm7ApZ0eXuDt0oGDptpTA1FoQqXfYg=,1,0,,7,20140202,20170427,41,30,149,149,1,20160701,20160801,0,1,0,0
2527,KQjAWmFBdnCAvZCpCudP28yh8k1O4cw1a4hLVKrto0o=,1,0,,7,20120826,20170930,41,30,149,149,1,20150325,20150426,0,1,0,0
2528,fnnAOpgBU8BKJhr9of95H/6QD7+dGlxNIpoGuK4Z2Ag=,4,36,female,9,20070713,20171004,40,30,149,149,1,20160305,20160404,0,1,0,0
2529,8jABWCXS5O4kgjXsKNeQwDUZpH4JlDJzQaouQEvOY4I=,22,0,,9,20140910,20170924,40,30,149,149,1,20150518,20150624,0,1,0,0
2530,JMYYqJk+++0OumtFyiLkCh/q/Gz1xr1YNMoOY+jSBRI=,1,0,,7,20150312,20170930,41,30,149,149,1,20160511,20160611,0,1,0,0
2531,E6mXGqRfJcgTsVQhOcuvbnvDScrmnr+XVztS2fYgMmQ=,9,23,male,3,20150212,20170920,36,30,180,180,0,20160408,20160508,0,1,0,0
2532,58LA7YWqpeoAJWYCEtYAtQDjtKxnKRcOB+gcfhNrwS4=,1,0,,7,20150716,20170915,41,30,198,198,1,20160415,20160115,0,2,0,0
2533,o/7kLhrPCLGM9bhiD72KnzyESFAA8e0j0hQ5E0ZV6Uk=,1,0,male,3,20150619,20170930,23,0,0,149,1,20150930,20151031,0,1,0,0
2534,o9IkiVBIrPVQZGFU+CmvoJutZr2XX5WE+misCjLJN3c=,1,0,,7,20160710,20170909,41,30,99,99,1,20160809,20160909,0,1,0,0
2535,3EvWgIA6lbH2nZj5W5oY4WwGXp4IOpQiFh4aNDHo+G8=,22,30,female,9,20100125,20171004,29,30,180,180,0,20160829,20160928,0,1,0,0
2536,07+ILk/bN9TV+In+dr14gn3TPAfDAAjHSxexfzg+MPk=,4,41,female,9,20090903,20170930,34,30,298,298,1,20170228,20160331,0,2,0,0
2537,YefcVOWAxothe9tIdk8Ed6Yhyg915GoYIqaZZYwfZuA=,6,30,female,7,20101027,20171002,41,30,129,129,1,20160326,20160427,0,1,0,0
2538,wJ4DeheH5CO1Ko0/d2NDFZl9kNnmtevCwzjNo9unCYA=,22,23,male,3,20130213,20170815,38,30,149,149,0,20150525,20150624,0,1,0,1
2539,FZD46uso+ZSh81QVbbZxXcWwrlTDBveL1LHgLnhxVr0=,1,0,,7,20120211,20171004,41,30,149,119,1,20150127,20150228,0,1,30,0
2540,xLlwXNEPPJCuDUNb5pkme1Gkl4lX1IBs5gshgz6SHX8=,15,23,female,9,20100718,20170926,39,30,149,149,1,20150531,20150722,0,1,0,0
2541,4EdeIRODfDwh9DL5phI7PiVuKvvbLO+ajZQs7kRzb1k=,1,0,,7,20150723,20170724,41,30,198,198,1,20161223,20160723,0,2,0,0
2542,pNyrTrQ9J7xd/45/2UMwkWAhMERL1PB+HQ16UZY2Itk=,1,0,,7,20151102,20171002,41,30,99,99,1,20160202,20160302,0,1,0,0
2543,k5fehZlcwSHbnprXbYh/9pUc0ycNjfdaJAgYT8LyF7s=,1,0,,7,20160124,20170612,41,30,99,99,1,20160923,20161023,0,1,0,0
2544,s3D/3HnSX3OBSS9rWtoMz06ibfQiJTHm7ODkFcRpEl4=,13,38,male,9,20040718,20170926,37,30,149,149,1,20170126,20170226,0,1,0,0
2545,7Ld8mRC7//XD5BJyh8Ng19ysx6SMHgAp7ozpEh3zNB4=,1,0,,7,20140212,20170912,41,30,149,149,1,20170211,20170312,0,1,0,0
2546,YDa4HTkib+CxWXHlh55F1ZEysCEBZuWfQr0mT9o7KTQ=,14,33,female,3,20150816,20171001,37,30,149,149,1,20151101,20151130,0,1,0,0
2547,v+3ksITVLxTzgUmBLbDx97iFUBsA3PvAF+W1Sc8Jl6Y=,6,21,female,9,20110624,20171004,38,30,149,149,0,20160308,20160407,0,1,0,0
2548,NMMsl3mvgBWDPYs8O628056ZswO4j9zMkXBkkT/C1JU=,22,62,male,7,20130827,20171003,41,30,149,149,1,20150903,20151003,0,1,0,0
2549,rWmwNRnAQPWotEY8dc7y5hQbEulr+yiUhOHumOY+tjM=,5,23,female,9,20071103,20171011,39,30,149,149,1,20160731,20160911,0,1,0,0
2550,cXiFS9oUAq6qKmVPL+VQWfVr9tRyZaueg9BicgFg4pE=,13,16,male,9,20100530,20170815,38,30,149,149,0,20161003,20161102,0,1,0,0
2551,v9/WY5iJhsWbEpuRCIEHCHadEcQGdX3HLcZqNIXZ0ZU=,13,25,female,9,20121226,20171020,36,30,150,150,0,20150718,20150817,0,1,0,0
2552,AnrmNxaRoDpLbCLZnolwMfVkkDrwz7k7LJWcP/M7+u0=,1,0,,7,20140624,20171003,41,30,298,298,1,20151123,20150323,0,2,0,0
2553,EvL1XS7MRS6lD9RH3x+9O8z5PRz9T/9VmRn5fJNWwME=,1,0,,7,20130718,20171003,41,30,99,99,1,20161203,20170103,0,1,0,0
2554,3ujG0jo/Ik2pWzVMfXMakZOUdT/oC2KLCCHUvZm4+GA=,14,18,male,3,20141009,20170515,38,30,149,149,0,20160409,20160511,0,1,0,1
2555,IlMxCgipvlxoh1GfL8LCejkwpz5kiT3B6uccktKGVzM=,1,0,,7,20120211,20170919,41,30,149,149,1,20150612,20150712,0,1,0,0
2556,jRNz5XBQWgGB6a0TIual2kAXVteCIF5Yf1cmXiXF1l0=,5,30,male,9,20080907,20170610,40,30,149,149,1,20160611,20160710,0,1,0,0
2557,juKMhrznlc6M2DDQWOpR+tSJKVktmTMOOfZGJx+xrIk=,1,0,,7,20161022,20170922,41,30,99,99,1,20161122,20161222,0,1,0,0
2558,I/ziRXX0zuiALvX0rJCk+VDMYSo6Ui/Bhv58PRXx6l8=,1,0,,7,20130319,20170812,41,30,298,298,1,20161218,20160518,0,2,0,0
2559,Aml3fjL6gUxx9s/PFGXnrD8uXGFehKap6HburBSZus8=,1,0,,7,20140718,20180811,41,30,149,119,1,20150317,20150417,0,1,30,0
2560,zlE5lwJa5UkoIglWX0x0quIljNbDkazWQ9O38bgHHJo=,1,0,,7,20121219,20170910,41,30,149,149,1,20160421,20160521,0,1,0,0
2561,Ek2fsu50pxFgyr6wSp5gsx36Z8dRjx2TNlufvBpEaQ8=,1,0,,7,20120926,20170920,41,30,149,149,1,20160421,20160521,0,1,0,0
2562,jUFw0L4V/pGcAADEe8E+IKJcYwdSx7Gq8N76flvVOlY=,1,0,,7,20160830,20170930,41,30,99,99,1,20160830,20160930,0,1,0,0
2563,DWFQjS616yyf1sP54krvlhBB7o2gL+5jpe3ssq2GoVM=,1,0,,7,20160808,20170913,41,30,129,129,1,20160808,20160907,0,1,0,0
2564,vNRi6/AV256eEcJwDU3TwB+t0TynrZE7FBxEHV40+Ik=,6,41,female,7,20120110,20171002,41,30,149,149,1,20160219,20160319,0,1,0,0
2565,Xo8I1USsKdAzMbPw+dfR5n/EDyxP9miSa1gAIOtgFgc=,16,21,female,3,20150404,20171112,38,30,149,149,0,20150610,20150809,0,1,0,0
2566,7URqXNuUBQ1EAZ1CdwKnQaQksfYiPrx8JREwajj025Q=,1,0,,7,20140404,20171003,41,30,149,149,1,20170103,20170203,0,1,0,0
2567,RLNNiqZGWz0cHABliV8uwvMMlBMaHiyeOlwOP4sSOWY=,1,0,,7,20130304,20170921,41,30,149,149,1,20151203,20160103,0,1,0,0
2568,/9TZFE5TpD9TpLtOgwjVyLX8a7h1NDGQQLhqed2L7i8=,12,28,male,9,20060831,20170910,39,30,149,149,1,20150731,20150906,0,1,0,0
2569,K1hx8J25iI/aNQcq/QSRVGPOUWW7TKgOelZRVskIUis=,8,26,female,9,20060704,20170930,34,30,149,149,1,20151130,20151231,0,1,0,0
2570,reD+p1BwTHH2RoWq0tcworYePUT5zReV5x5tEPqFTdw=,22,29,female,9,20050426,20171006,40,30,149,149,1,20160407,20160506,0,1,0,0
2571,NREfdVeTsJAxHck/v3kPUjfNfxc++dESnTPZ2i5lemk=,1,0,,7,20150325,20171001,41,30,149,149,1,20160424,20160524,0,1,0,0
2572,2PNDuyvmGC+mE/hV48WbpNNTVe0STPiKjQE3F5PiHSo=,1,0,,13,20161001,20171001,30,30,129,129,1,20170101,20170131,0,1,0,0
2573,mgDCvMdbMjtRQLinuAHQaKWTdyttH7YP/RHh+ZA19Wg=,5,0,,7,20140406,20170220,41,0,0,149,1,20150506,20150606,0,1,0,1
2574,F6nSRP22e4cgi9GLB4/CX8UFiBZPXPUIHwKwoAwD8So=,5,26,male,7,20120521,20170919,41,30,149,149,1,20160918,20161019,0,1,0,0
2575,MFoXdIuWSabZKH28/z8Q8vzQei/l6Tnw/BMX8RQEJHg=,1,0,,7,20150813,20170624,41,30,99,99,1,20160312,20160412,0,1,0,0
2576,LJNnmJj/Gaxkzn6KzLgJMkz3XC+9yQ8h5jnGiWIUTzI=,9,33,male,7,20141112,20170218,41,30,149,149,1,20150211,20150311,0,1,0,1
2577,UbhxIoOhG30Rk1apJRjc+D7+BerG2hBb6z/a0GUrF/U=,1,0,,7,20101007,20170930,41,30,129,129,1,20150727,20150827,0,1,0,0
2578,CQbgUbju539BQ4ycHRIn+aurj/LcseGJ/YXjQx+ASXM=,13,24,female,3,20140124,20171023,40,30,149,149,1,20161001,20161106,0,1,0,0
2579,5Ny+hi3fyHR6F9ByUNrSf6UiKjR4+GhPO7Q8EB+7ML0=,1,0,,7,20130730,20170912,41,0,0,149,1,20150430,20150531,0,1,0,0
2580,j3tS29qkUy9nD1cS1OKcdnnWswY51cQRoU7wflUniN8=,1,0,,9,20140915,20170910,36,30,180,180,0,20161227,20170126,0,1,0,0
2581,MIIuIMOnrUbblg+xDgXRt4I2uESp+cmkkEeovcjBRKo=,11,20,male,3,20130529,20170714,38,30,149,149,0,20160904,20161004,0,1,0,0
2582,MYphj8TzN6hiQjltyE62Jf17nX7lsF59JVMLFOeEK/4=,11,0,,9,20150207,20170909,40,30,149,149,1,20161110,20161209,0,1,0,0
2583,gmsovggUR9l5kr7gGS73uFA9q70ymsaavA7QRmyReEo=,1,0,,7,20150624,20171006,41,30,149,149,1,20160906,20161006,0,1,0,0
2584,Mv/akTXm7m4y2tizvz+a5lUOOnH2lx1PfBBx+EfICzw=,13,23,female,3,20121123,20171005,37,0,0,149,1,20150505,20150605,0,1,0,0
2585,nqpX2A6kMh5htjDEGzXWXbH+YsZ6w+ExiXc/4obfGUE=,13,35,female,9,20080910,20180408,37,30,149,149,1,20161117,20161218,0,1,0,0
2586,aldFNvO57XqTzDynCd/ZJwZb0kvk+WNJxhja4OHvp/c=,15,24,male,3,20120615,20170506,38,30,149,149,0,20160801,20160831,0,1,0,0
2587,YrLJkR3RPcziXvgT2MhIb36csrh0u+xFxrUAgxsk9s4=,5,28,male,3,20131012,20171118,20,100,480,480,0,20160712,20161020,0,1,0,0
2588,RnrdndxMSBhlC3wFf6QoXPXmKpPg/DKohEo9r/omA/Y=,13,42,female,7,20140807,20170930,41,30,149,119,1,20150406,20150506,0,1,30,0
2589,S4OZEt4x9FKc15qeXhJ/QmaHdvXfOyyIpdir5iPlGZI=,1,0,,4,20160403,20170920,38,30,149,149,0,20161219,20170118,0,1,0,0
2590,BbbBVHOo7ytRdWMoO4aF3FnYUWnvbodkhREVhwESFK8=,1,0,,7,20150711,20170715,41,30,99,99,1,20160211,20160311,0,1,0,0
2591,m5ckkVvh+fBurg9h8PMYRQuPlTFgxKKJ787qJa3GsLc=,1,0,,7,20140828,20170909,41,30,149,119,1,20150727,20150827,0,1,30,0
2592,V5KmfyGVo8qy6C4DsHUrJgeARIc/Hw3Hsv3kjnUyt3M=,1,0,,7,20141104,20170930,41,30,99,99,1,20161226,20170126,0,1,0,0
2593,YICOD8gizd1zcXbKVkUclrlL7TUO3cpWniJZ2knVklc=,1,0,,7,20100824,20170924,41,30,129,129,1,20150623,20150724,0,1,0,0
2594,wdQo3PmlqEK+Sxandkc6/4kPdb3VK7HLHx1nHKgWn1w=,1,0,,7,20130905,20170511,41,30,99,99,1,20161206,20170106,0,1,0,0
2595,8URaTxxAZa2dFjGdHfgR8t9YiWNeN+ikffdex5+P/J4=,1,0,,7,20160125,20170930,41,30,99,99,1,20160725,20160825,0,1,0,0
2596,LI0t1ekYnUbE96GaAI4zVsdbx9fOpF40bQzXOpRhYyc=,1,0,,7,20150703,20171003,41,30,99,99,1,20160303,20160403,0,1,0,0
2597,wi1Vwe78syAYKGdWED5biUCvuyDV6As2y0qZNANKWU4=,13,16,male,9,20111001,20170930,31,0,0,149,1,20150930,20151031,0,1,0,0
2598,erzNi7mYOgKRhL8SfXUcZT3+/TAYgM0il8SPgOuQCYA=,22,43,male,7,20110607,20170930,41,30,149,149,1,20160930,20161102,0,1,0,0
2599,WQ9dVYZ7fyfS0p1Oc284HTiXoR+RUPm/2oBC7FkJY2w=,1,29,male,3,20150411,20171006,36,30,180,180,1,20170107,20170206,0,1,0,0
2600,IFjZUtS028w/FUTapQI2UukxKYbCc+/bbhBJt3r/xEU=,1,0,,3,20130628,20170930,23,0,0,149,1,20150331,20150430,0,1,0,0
2601,AYlE/1jDuR9BmOwXwiel7slmRsF1WFfRttMWuTJvwGQ=,13,32,female,3,20121211,20170517,33,30,149,149,1,20160930,20161031,0,1,0,0
2602,AAV5Y5/FpGiepkTgORhXgJYCOjNJYJQQCsD/2QJo1yc=,22,53,male,9,20070715,20170930,34,30,149,149,1,20160131,20160229,0,1,0,0
2603,JTYG3oNhlkO7ziUWvxSeLgM7zc+4fBivOqEiSgGCMH0=,1,0,,7,20150717,20170917,41,30,99,99,1,20161216,20170116,0,1,0,0
2604,JbCFFRFs+KPAbsFkUfo+ZWi0Iwtl6/S5B12C9DIbEvI=,1,0,,7,20110521,20170930,41,30,149,149,1,20150630,20150731,0,1,0,0
2605,Q0UIdy1WDDNMHdAk5ErnW5K4/JkU9bIFxv1uo6F60Uo=,1,0,,7,20110105,20170920,41,30,99,99,1,20151220,20160120,0,1,0,0
2606,MSis2fZ8ZbhcdVNiclFHXfie9kFmEDKWFqeAP3C1Ypo=,1,0,,7,20101022,20170909,41,30,129,129,1,20160121,20160222,0,1,0,0
2607,bpC83zrc8eKUc87NplDHJAcEPRmEWu3eUiHexsQvr4E=,1,0,,7,20100813,20170915,41,30,149,119,1,20150107,20150207,0,1,30,0
2608,i1fQOA4SPDDnMV8oljX3WxQ3xQ10PF5qFPxZvzIW2qY=,1,0,,7,20131108,20170908,41,30,99,99,1,20160808,20160908,0,1,0,0
2609,tyE1TOJERmjF3GPzAfbmTnkNVcVdGGQHuOgOWhwQcUs=,18,0,,3,20140101,20170908,40,31,149,149,1,20150109,20150208,0,1,0,0
2610,nC6a0dHeyk2PLSmaVVmM9U12Ka+4VPxWCzN9o/4H2zs=,22,26,female,9,20121126,20180203,40,30,149,149,1,20150718,20161003,0,1,0,1
2611,xR9oOf/LZNewgoHjcEanLPl/ZJnji8Ze5ipZeaE9Cl4=,1,0,,7,20140502,20170921,41,30,149,119,1,20150521,20150621,0,1,30,0
2612,chCfPisxPCKI3HROMvY8cwDiqtQc0ehwdA5W1N6NPzQ=,13,22,male,9,20100701,20171002,36,30,180,180,0,20160515,20160614,0,1,0,0
2613,GHb6qWESLziMP5v8aJsJLnooqpoVBWVER/nHTnolFuk=,1,0,,7,20150823,20170922,41,30,149,149,1,20151222,20160122,0,1,0,0
2614,GEFSolLIyufY3IZDJ9+7Gzrk2osKRFuj6R6CikWgVB4=,5,33,male,7,20131005,20171007,41,30,149,149,1,20160704,20160807,0,1,0,0
2615,7eU1o+kelYYkJJi4rJ7ivZzQsl8Rf/nXJqBY5/m4YRY=,1,0,,7,20160813,20170913,41,30,99,99,1,20161113,20161213,0,1,0,0
2616,GEvxiCaorczTLPbnQtMX2YiAT99gMYhibd8UA+HtC8E=,4,23,male,9,20101026,20170930,31,30,149,149,1,20160731,20160831,0,1,0,0
2617,aEpbFavlQTsWsFe9klNpCDGx4XEF0vlUrwnnnPhCKc8=,21,29,female,9,20110320,20170930,31,0,0,149,1,20150731,20150831,0,1,0,0
2618,90FrG9u5TOM+JJc7YKhlRe3Zj5lhKMqqHO/Di0gWnPQ=,15,37,female,9,20120613,20170712,39,30,149,149,1,20160831,20161015,0,1,0,1
2619,cHICKi0TdFC7EVlODgti+cN5aJlR1er8Q4dxc8MoJxA=,15,42,female,9,20050521,20171002,39,30,149,149,1,20161031,20161202,0,1,0,0
2620,rYzuGCtoPIZzxk1yZyMPlRcEuivKryRhe43CzfAE66E=,1,0,,7,20140418,20170930,41,30,149,149,1,20150217,20150317,0,1,0,0
2621,fuWimp0uNvwWOlEzchYUofEOiYWcYMDNX3BjyteEwts=,1,0,,7,20160901,20171001,41,30,99,99,1,20160901,20161001,0,1,0,0
2622,FrCg+F0s7zD0nV5hLXarxs2vEikjBO6lc1vDdubCnOs=,1,0,,7,20121229,20170930,41,30,149,149,1,20151130,20151231,0,1,0,0
2623,/7ElrhNY6TP8VkxeQomWcxt9wfCidwZx34J474OqErw=,4,18,female,3,20150707,20171109,38,30,149,149,0,20150723,20150822,0,1,0,1
2624,AfXD6l5Vii57dG2/lze5038p7ociRrHPQVtPpelN2eM=,1,0,,7,20150918,20170917,41,30,99,99,1,20160317,20160417,0,1,0,0
2625,MQ0IJeayNW8dkDvuz7tX39sC1QY6znOuCLrE+nh3t1M=,1,0,,7,20120118,20170811,41,30,149,149,1,20151118,20151218,0,1,0,0
2626,r281SzMGS/VNKb/W5740eGXlFoH7EcZD1cK4IrtVOAY=,6,37,,9,20101218,20170915,36,30,180,180,1,20160716,20160815,0,1,0,0
2627,B5nYfQeGNYp4HIW8Bb38yUfJUFJMELLzFYjQhrPHfKA=,11,25,male,9,20050208,20170930,34,30,149,149,1,20160630,20160731,0,1,0,0
2628,1rnEz61VZ0qk3DBxp6WthHfFszq1SZRmeeoveMbXYAM=,1,0,,7,20120220,20170925,41,30,149,149,1,20160324,20160425,0,1,0,0
2629,uFMiZ+9xH7VdTObSM1TRvT85ALjZsgfr0RPA2Ribhxc=,1,0,,7,20130813,20170930,41,30,119,119,1,20151231,20160131,0,1,0,0
2630,Nw8MrE8ZNGeMeRy7JA063AiNj12RVMHFzWh8sbKQJi8=,13,24,female,3,20141021,20171028,39,30,149,149,1,20150630,20150828,0,1,0,0
2631,bL3ghyk58u9Nd5QHvFBs7i6RDZ7rAd6k6P82oXQNFrc=,1,0,,7,20130926,20170930,41,30,129,129,1,20151114,20151217,0,1,0,0
